candidate_id,priority_rank,topic_id,topic_zh,topic_en,title_en,title_zh,year,journal,source,pmid,pmcid,doi,evidence_level_draft,final_evidence_level,endpoint_class_draft,quality_confidence_score,influence_score,confidence_cap_rule,evidence_source_depth,reason_for_shortlist_zh,reason_for_shortlist_en,review_status,品牌标识,Brand,SEO关键词,资产归属,GitHub公开入口
pubmed-42258338,222,physical-activity-healthspan,身体活动与健康寿命,Physical Activity and Healthspan,Efficacy of traditional Chinese exercises on cognitive function in older adults: a systematic review and meta-analysis of randomised controlled trials.,,2026,Age and ageing,PubMed,42258338,PMC13245186,10.1093/ageing/afag168,A,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：身体活动与健康寿命；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: Physical Activity and Healthspan; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41766347,223,glp1-weight-cardiometabolic,GLP-1、减重与心代谢结局,"GLP-1, Weight Loss, and Cardiometabolic Outcomes",A Systematic Review and Meta-Analysis of Semaglutide Effects on Adipose Tissue and Emerging Effects on Brain and Cognition.,,2026,Obesity reviews : an official journal of the International Association for the Study of Obesity,PubMed,41766347,PMC13131993,10.1111/obr.70108,A,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：GLP-1、减重与心代谢结局；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: GLP-1, Weight Loss, and Cardiometabolic Outcomes; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-42297754,224,glp1-weight-cardiometabolic,GLP-1、减重与心代谢结局,"GLP-1, Weight Loss, and Cardiometabolic Outcomes",The Effect of Semaglutide on Quality of Life in Adults With Overweight or Obesity: A Brief Systematic Review and Meta-Analysis.,,2026,"Diabetes, obesity & metabolism",PubMed,42297754,PMC13448870,10.1111/dom.70992,E,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：GLP-1、减重与心代谢结局；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: GLP-1, Weight Loss, and Cardiometabolic Outcomes; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39718582,225,cardiorespiratory-fitness,心肺适能与死亡风险,Cardiorespiratory Fitness and Mortality,"Effects of postoperative physical exercise rehabilitation on cardiorespiratory fitness, functional capacity and quality of life in patients with colorectal, breast, and prostate cancer - a systematic review and meta-analysis.",,2024,Journal of cancer research and clinical oncology,PubMed,39718582,PMC11668849,10.1007/s00432-024-06064-y,A,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：心肺适能与死亡风险；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: Cardiorespiratory Fitness and Mortality; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-36843900,226,cardiorespiratory-fitness,心肺适能与死亡风险,Cardiorespiratory Fitness and Mortality,"Combined training prescriptions for improving cardiorespiratory fitness, physical fitness, body composition, and cardiometabolic risk factors in older adults: Systematic review and meta-analysis of controlled trials.",,2023,Science & sports,PubMed,36843900,PMC9937425,10.1016/j.scispo.2022.03.015,A,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：心肺适能与死亡风险；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: Cardiorespiratory Fitness and Mortality; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-42396164,227,blood-pressure-aging,血压与健康寿命,Blood Pressure and Healthspan,"Hypertension and frailty in older adults: a bibliometric analysis and knowledge mapping based on Web of Science, Scopus, and PubMed (1973-2025).",,2026,Frontiers in medicine,PubMed,42396164,PMC13322900,10.3389/fmed.2026.1818161,A,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：血压与健康寿命；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: Blood Pressure and Healthspan; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-23838685,228,blood-pressure-aging,血压与健康寿命,Blood Pressure and Healthspan,Blood pressure and cognition among older adults: a meta-analysis.,,2013,Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,PubMed,23838685,PMC3807830,10.1093/arclin/act046,A,A,H2,85,0,max_level_A,abstract_plus_open_pmc_available,v0.5 短名单：血压与健康寿命；v0.4/v0.5 综合等级 A，质量分 85，终点 H2。公开前仍需人工全文复核。,"v0.5 shortlist: Blood Pressure and Healthspan; final level A, quality score 85, endpoint H2. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39696154,229,time-restricted-eating,限时进食与代谢健康,Time-Restricted Eating and Metabolic Health,Ramadan fasting as a form of time-restricted eating during pregnancy and long-term health effects in offspring: a narrative systematic review.,,2024,BMC public health,PubMed,39696154,PMC11654129,10.1186/s12889-024-20367-2,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：限时进食与代谢健康；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Time-Restricted Eating and Metabolic Health; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41879310,230,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,The respiratory microbiome in pulmonary tuberculosis: a meta-analysis reveals niche-specific microbial and functional signatures.,,2026,mSystems,PubMed,41879310,PMC13098208,10.1128/msystems.01563-25,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-41408188,231,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Exploring the biliary microbiome in hepatopancreatobiliary disorders: a comprehensive systematic review of microbial signatures and diagnostic potential.,,2025,BMC gastroenterology,PubMed,41408188,PMC12829193,10.1186/s12876-025-04551-1,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40826128,232,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Composition and diversity of the pulmonary microbiome in acute respiratory distress syndrome: a systematic review.,,2025,"Critical care (London, England)",PubMed,40826128,PMC12359903,10.1186/s13054-025-05548-8,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40649724,233,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Gut Microbiota and Liver Health: Meta-Analysis of Bifidobacterium-Containing Probiotics in NAFLD Management.,,2025,International journal of molecular sciences,PubMed,40649724,PMC12250447,10.3390/ijms26135944,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-40156019,234,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Effects of urban airborne particulate matter exposure on the human upper respiratory tract microbiome: a systematic review.,,2025,Respiratory research,PubMed,40156019,PMC11954284,10.1186/s12931-025-03179-9,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39175566,235,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Systematic review on the role of the gut microbiota in tumors and their treatment.,,2024,Frontiers in endocrinology,PubMed,39175566,PMC11338852,10.3389/fendo.2024.1355387,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-38782939,236,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Systematic review of associations between gut microbiome composition and stunting in under-five children.,,2024,NPJ biofilms and microbiomes,PubMed,38782939,PMC11116508,10.1038/s41522-024-00517-5,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-38540667,237,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,The Role of Lung Microbiome in Fibrotic Interstitial Lung Disease-A Systematic Review.,,2024,Biomolecules,PubMed,38540667,PMC10968628,10.3390/biom14030247,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-37550964,238,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Robust cross-cohort gut microbiome associations with COVID-19 severity.,,2023,Gut microbes,PubMed,37550964,PMC10411309,10.1080/19490976.2023.2242615,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-37349622,239,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,"Anti-Inflammatory, Antioxidant, Metabolic and Gut Microbiota Modulation Activities of Probiotic in Cardiac Remodeling Condition: Evidence from Systematic Study and Meta-Analysis of Randomized Controlled Trials.",,2023,Probiotics and antimicrobial proteins,PubMed,37349622,PMC10393865,10.1007/s12602-023-10105-2,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-36834497,240,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,"Effects of Berries, Phytochemicals, and Probiotics on Atherosclerosis through Gut Microbiota Modification: A Meta-Analysis of Animal Studies.",,2023,International journal of molecular sciences,PubMed,36834497,PMC9960548,10.3390/ijms24043084,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-35992176,241,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Efficacy and safety of herbal formulas with the function of gut microbiota regulation for gastric and colorectal cancer: A systematic review and meta-analysis.,,2022,Frontiers in cellular and infection microbiology,PubMed,35992176,PMC9386000,10.3389/fcimb.2022.875225,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-35807835,242,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Gut Microbiota-Derived Metabolites and Cardiovascular Disease Risk: A Systematic Review of Prospective Cohort Studies.,,2022,Nutrients,PubMed,35807835,PMC9268449,10.3390/nu14132654,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-35766483,243,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Meta-Analysis of Altered Gut Microbiota Reveals Microbial and Metabolic Biomarkers for Colorectal Cancer.,,2022,Microbiology spectrum,PubMed,35766483,PMC9431300,10.1128/spectrum.00013-22,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-35562576,244,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,The vaginal microbiome and the risk of preterm birth: a systematic review and network meta-analysis.,,2022,Scientific reports,PubMed,35562576,PMC9106729,10.1038/s41598-022-12007-9,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-33561095,245,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Targeting Gut Microbiota to Treat Hypertension: A Systematic Review.,,2021,International journal of environmental research and public health,PubMed,33561095,PMC7908114,10.3390/ijerph18031248,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-33363078,246,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,"The Association Between Vaginal Microbiota Dysbiosis, Bacterial Vaginosis, and Aerobic Vaginitis, and Adverse Pregnancy Outcomes of Women Living in Sub-Saharan Africa: A Systematic Review.",,2020,Frontiers in public health,PubMed,33363078,PMC7758254,10.3389/fpubh.2020.567885,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-29543545,247,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Systematic review: Gut microbiota in fecal samples and detection of colorectal neoplasms.,,2018,Gut microbes,PubMed,29543545,PMC6219654,10.1080/19490976.2018.1445957,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-29407287,248,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Overview and systematic review of studies of microbiome in schizophrenia and bipolar disorder.,,2018,Journal of psychiatric research,PubMed,29407287,PMC5849533,10.1016/j.jpsychires.2018.01.013,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-39259062,249,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Gut microbiota metabolites and risk of major adverse cardiovascular events and death: A systematic review and meta-analysis.,,2024,Medicine,PubMed,39259062,PMC11142832,10.1097/MD.0000000000037825,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
pubmed-37246850,250,microbiome-inflammaging,微生物组与炎症性衰老,Microbiome and Inflammaging,Gut microbiota-derived trimethylamine N-oxide is associated with the risk of all-cause and cardiovascular mortality in patients with chronic kidney disease: a systematic review and dose-response meta-analysis.,,2023,Annals of medicine,PubMed,37246850,PMC10228303,10.1080/07853890.2023.2215542,A,B,H1,90,0,max_level_B,abstract_plus_open_pmc_available,v0.5 短名单：微生物组与炎症性衰老；v0.4/v0.5 综合等级 B，质量分 90，终点 H1。公开前仍需人工全文复核。,"v0.5 shortlist: Microbiome and Inflammaging; final level B, quality score 90, endpoint H1. Human full-text review still required.",public_draft_not_fully_reviewed,宇多Yul细胞/yulcell,yulcell,"宇多Yul细胞/yulcell, yulcell, 宇多Yul细胞, 长寿抗衰证据图谱, 健康寿命证据图谱, longevity anti-aging evidence atlas",宇多Yul细胞/yulcell | Longevity Anti-Aging Evidence Atlas EnCn,https://github.com/yuyohe/longevity-antiaging-evidence-atlas-EnCn
